"ï..key","f_alta","genero","edad","sucursal","div","num_ventas","sueldo_prom","antiguedad","num_trabajos_previos","edo_civil","experiencia","escolaridad","salario_diario_ant","num_dias","rotacion","dependientes","incremento","mes"
16185,"10-Aug-15",1,26,"TIJUANA CACHANILLA",1,5,586.38132,10,2,2,2,1,8724.7998,77,1,3,0.0672086,8
16222,"27-Jul-15",1,44,"CHIHUAHUA VILLA",1,21,10397.704,28,8,1,2,2,14105.6,184,0,1,0.737133,7
16223,"27-Jul-15",1,27,"MERIDA",2,2,795.49065,8,1,1,2,1,2644.8,63,1,1,0.3007753,7
16224,"27-Jul-15",0,61,"CHIHUAHUA PARRAL",1,19,13233.901,45,7,2,2,2,6900.7998,212,0,1,1.917734,7
16225,"27-Jul-15",1,23,"CD. JUAREZ BARRANCAS",1,1,590.7573,4,1,2,2,1,29396.801,45,1,3,0.020096,7
16226,"27-Jul-15",0,29,"LA PAZ",1,2,409.4667,8,1,1,1,2,2766.3999,22,1,2,0.1480143,7
16228,"27-Jul-15",1,33,"PACHUCA",2,3,2391.1605,11,2,1,1,1,7843.2002,24,1,1,0.3048705,7
16230,"27-Jul-15",0,49,"CHIHUAHUA PARRAL",1,3,2375.532,32,7,1,2,1,3070.3999,71,1,1,0.7736881,7
16231,"27-Jul-15",0,49,"CHIHUAHUA PARRAL",1,3,2375.532,32,11,1,2,1,13497.6,71,1,1,0.1759966,7
16232,"27-Jul-15",0,40,"TOLUCA METEPEC",2,19,10276.739,26,5,1,1,1,6171.2002,462,0,1,1.665274,7
16233,"27-Jul-15",1,24,"TIJUANA INSURGENTES",1,4,3021.9268,5,1,2,2,2,9302.4004,78,1,3,0.3248545,7
16234,"27-Jul-15",1,29,"JUAREZ CHAMIZAL",1,1,140.6565,11,5,1,1,2,11521.6,39,1,1,0.0122081,7
16235,"27-Jul-15",0,43,"GRIJALVA",2,24,20938.002,6,2,1,2,2,1550.4,633,0,1,13.5049,7
16236,"27-Jul-15",0,32,"ENSENADA",1,3,1256.5314,18,4,2,2,1,1216,56,1,3,1.033332,7
16237,"27-Jul-15",0,34,"ESCANDON",2,1,507.92625,17,4,1,1,2,2979.2,46,1,1,0.1704908,7
16238,"27-Jul-15",0,33,"INTERLOMAS",2,3,1675.3752,14,2,1,1,1,10123.2,79,1,1,0.1654986,7
16240,"27-Jul-15",0,41,"TOREO",2,25,10463.968,25,5,2,1,2,9393.5996,168,1,1,1.113947,7
16241,"27-Jul-15",0,27,"EL SALTO",1,2,1151.8204,2,0,2,2,3,6779.2002,35,1,3,0.1699051,7
16242,"27-Jul-15",1,27,"MONTERREY FUNDIDORA",1,3,293.8158,8,2,2,2,2,11916.8,65,1,3,0.0246556,7
16243,"27-Jul-15",1,26,"CD. JUAREZ ATLANTIS",1,3,2211.1202,6,1,1,2,1,2644.8,63,1,2,0.8360255,7
16244,"27-Jul-15",0,35,"PACHUCA",2,5,3489.8441,10,2,1,1,2,2553.6001,46,1,2,1.366637,7
16245,"27-Jul-15",0,34,"MOLIERE",2,2,939.89799,13,2,1,1,2,8025.6001,60,1,1,0.1171125,7
16246,"27-Jul-15",1,45,"MERIDA",2,21,9629.6566,30,6,1,2,1,5198.3999,210,0,1,1.852427,7
16247,"27-Jul-15",0,26,"TIJUANA RIO",1,1,670.46265,10,2,2,1,2,760,24,1,3,0.8821877,7
16248,"27-Jul-15",0,24,"JUAREZ CHAMIZAL",1,9,5746.912,6,1,2,2,1,516.79999,59,1,3,11.12019,7
16249,"27-Jul-15",1,34,"MONTERREY SAN NICOLAS",1,1,507.92625,15,4,2,2,1,12859.2,30,1,1,0.0394991,7
16250,"27-Jul-15",1,30,"REYNOSA FRONTERA",1,11,2042.645,7,1,1,1,2,7144,85,1,1,0.2859246,7
16251,"27-Jul-15",0,28,"PACHUCA",2,4,2319.2694,9,2,2,1,2,5776,60,1,1,0.4015356,7
16252,"27-Jul-15",1,30,"INTERLOMAS",2,10,8207.7756,7,2,1,1,2,3374.3999,74,1,1,2.432366,7
16253,"27-Jul-15",1,48,"TULUM",2,2,1842.6001,31,5,1,2,1,2371.2,39,1,1,0.777075,7
16255,"27-Jul-15",1,30,"TOLUCA METEPEC",2,3,1778.5233,3,1,1,1,1,2310.3999,49,1,2,0.7697902,7
16256,"27-Jul-15",1,31,"REYNOSA FRONTERA",1,3,1273.7227,12,3,1,2,1,9272,42,1,2,0.137373,7
16257,"27-Jul-15",0,27,"GUADALAJARA MINERVA",1,4,1953.5625,6,1,1,2,1,4164.7998,35,1,1,0.4690652,7
16258,"27-Jul-15",0,38,"VALLARTA",1,20,14367.405,19,3,2,2,1,4316.7998,430,0,1,3.328254,7
16260,"27-Jul-15",0,51,"TIJUANA RIO",1,7,4502.5709,33,10,2,2,1,11977.6,67,1,3,0.375916,7
16261,"27-Jul-15",0,40,"LA PAZ",1,5,1233.0886,26,5,2,2,1,5897.6001,70,1,3,0.2090831,7
16262,"27-Jul-15",1,22,"CD. JUAREZ BARRANCAS",1,1,218.799,2,0,2,2,2,4590.3999,37,1,3,0.0476645,7
16263,"27-Jul-15",0,39,"TOLUCA METEPEC",2,20,10932.823,20,3,2,1,1,699.20001,175,1,1,15.63619,7
16264,"27-Jul-15",1,25,"TIJUANA INSURGENTES",1,7,1148.3822,15,3,2,2,2,2918.3999,67,1,3,0.3934972,7
16265,"27-Jul-15",1,55,"GUADALAJARA TLAQUEPAQUE",1,3,1201.8317,34,7,1,2,2,3587.2,35,1,1,0.3350334,7
16266,"27-Jul-15",1,38,"SAN JERONIMO",2,6,6795.2718,17,5,1,1,1,212.8,93,1,1,31.93267,7
16267,"27-Jul-15",1,41,"PRAGA",2,7,6462.3848,3,0,1,1,1,6870.3999,109,1,1,0.9406126,7
16269,"27-Jul-15",0,32,"MONCLOVA",1,15,5852.9358,12,5,1,2,2,152,197,0,1,38.50616,7
16271,"27-Jul-15",1,27,"PERINORTE",2,1,234.4275,7,1,1,1,1,24593.6,30,1,1,0.0095321,7
16272,"27-Jul-15",0,36,"VALLARTA",1,24,16118.297,10,1,1,2,2,4377.6001,422,0,1,3.681994,7
16273,"27-Jul-15",1,34,"SOTELO",2,27,14952.724,10,2,1,1,2,6931.2002,633,0,2,2.157307,7
16274,"27-Jul-15",1,38,"COUNTRY CLUB",1,12,8731.3929,17,9,2,2,2,9849.5996,214,0,3,0.8864719,7
16275,"27-Jul-15",0,33,"CD. JUAREZ BARRANCAS",1,19,8185.8957,7,1,1,1,1,2888,255,0,1,2.834451,7
16276,"27-Jul-15",1,60,"MONTERREY MITRAS",1,5,9366.1601,27,5,1,2,2,2280,42,1,1,4.107965,7
16277,"27-Jul-15",0,29,"CANCUN",2,1,76.57965,9,4,1,2,1,91.199997,39,1,1,0.8396892,7
16278,"27-Jul-15",1,44,"DURANGO",1,17,11236.954,24,3,1,2,1,8420.7998,633,0,1,1.334428,7
16280,"27-Jul-15",0,26,"DURANGO",1,21,14757.18,7,2,2,2,1,8420.7998,550,0,1,1.752468,7
16282,"27-Jul-15",0,29,"MEXICALI IMPERIAL",1,10,8534.7239,9,2,2,1,1,7752,85,1,1,1.100971,7
16283,"27-Jul-15",0,24,"MONTERREY LEONES",1,1,804.86775,0,0,2,1,2,1732.8,84,1,3,0.4644897,7
16285,"27-Jul-15",0,25,"CD. JUAREZ ATLANTIS",1,6,7259.7508,9,3,1,2,2,8907.2002,63,1,1,0.815043,7
16286,"27-Jul-15",1,44,"NAUCALPAN",2,4,2256.7554,25,7,1,1,2,3891.2,114,1,1,0.5799639,7
16287,"27-Jul-15",0,32,"CONDESA",2,22,8922.6232,13,2,1,1,1,3952,270,0,1,2.257749,7
16288,"27-Jul-15",0,34,"MONTERREY SULTANA",1,14,3045.2132,15,4,1,2,2,25171.199,305,0,1,0.1209801,7
16292,"27-Jul-15",0,37,"OLIMPO",2,4,2365.2172,16,3,1,1,1,1216,31,1,1,1.94508,7
16293,"27-Jul-15",1,25,"CD. JUAREZ ATLANTIS",1,5,1186.8283,4,1,2,2,1,2371.2,80,1,1,0.500518,7
16294,"27-Jul-15",0,33,"PACHUCA",2,1,2595.8938,8,3,2,1,2,6596.7998,37,1,1,0.393508,7
16295,"27-Jul-15",0,30,"SEVILLA",2,7,2030.4547,12,3,2,1,1,2766.3999,67,1,1,0.73397,7
16298,"27-Jul-15",0,36,"XOLA",2,7,5750.6629,18,7,1,1,2,9910.4004,77,1,1,0.5802655,7
16299,"03-Aug-15",1,32,"TORREON COMARCA",1,1,62.514,11,2,1,2,1,820.79999,36,1,1,0.0761623,8
16300,"03-Aug-15",0,28,"VALLE DORADO",2,8,4182.1866,6,1,1,1,2,1550.4,106,1,1,2.697489,8
16302,"03-Aug-15",0,44,"ZACATECAS",1,26,11645.045,22,5,1,2,2,9940.7998,221,0,1,1.17144,8
16303,"03-Aug-15",1,27,"FRAY SERVANDO",2,8,4052.1575,5,1,1,1,1,7235.2002,109,1,2,0.5600616,8
16304,"03-Aug-15",0,26,"CULIACAN HUMAYA",1,17,9525.0706,2,0,1,2,2,15412.8,157,1,1,0.6179974,8
16305,"03-Aug-15",1,59,"TIJUANA RIO",1,5,1219.6481,44,9,1,2,1,20580.801,116,1,1,0.0592615,8
16306,"03-Aug-15",0,31,"TIJUANA INSURGENTES",1,16,12610.949,18,5,1,2,1,3435.2,269,0,1,3.671096,8
16307,"03-Aug-15",0,31,"TIJUANA INSURGENTES",1,16,12610.949,18,1,1,2,1,10488,269,0,1,1.202417,8
16308,"03-Aug-15",1,28,"EJERCITO",2,2,1884.7971,10,2,1,1,1,5928,60,1,1,0.3179482,8
16309,"03-Aug-15",0,28,"ZACATECAS",1,2,625.45257,15,4,2,2,2,18635.199,49,1,1,0.033563,8
16312,"03-Aug-15",1,50,"MONTERREY LAS TORRES",1,18,20592.112,30,5,1,2,2,3952,218,0,1,5.210555,8
16313,"03-Aug-15",1,29,"TORREON",1,1,196.9191,6,3,2,2,2,15929.6,38,1,3,0.0123618,8
16314,"03-Aug-15",0,27,"TORREON",1,9,2021.7028,1,0,1,2,1,5198.3999,113,1,1,0.3889087,8
16315,"03-Aug-15",0,29,"SAN ANGEL",2,3,4060.2843,6,1,1,1,1,12828.8,67,1,1,0.3164976,8
16316,"03-Aug-15",0,29,"LINDAVISTA",2,13,10714.587,9,1,1,1,2,6080,91,1,1,1.762268,8
16317,"03-Aug-15",1,30,"MOLIERE",2,2,3329.4956,9,2,1,1,1,6049.6001,127,1,1,0.5503662,8
16318,"03-Aug-15",1,27,"MONTERREY LEONES",1,11,8464.3956,9,1,2,2,2,5016,176,1,3,1.687479,8
16319,"03-Aug-15",0,30,"SAN MARCOS",1,4,958.02705,12,2,2,2,1,9211.2002,57,1,3,0.1040068,8
16320,"03-Aug-15",0,28,"LINDAVISTA",2,6,5071.0732,9,2,2,1,1,2401.6001,168,1,1,2.111539,8
16322,"03-Aug-15",1,28,"GUADALAJARA PATRIA",1,3,591.06987,10,2,1,2,1,5563.2002,63,1,1,0.1062464,8
16323,"03-Aug-15",0,33,"CUAUTITLAN",2,13,4031.8404,15,3,1,1,1,33105.602,84,1,2,0.1217873,8
16324,"03-Aug-15",1,27,"TLAXCALA",2,1,312.57,8,3,1,2,2,14592,72,1,1,0.0214206,8
16326,"03-Aug-15",1,30,"CUAUTITLAN",2,5,1794.1518,14,3,1,1,1,2705.6001,87,1,1,0.6631253,8
16327,"03-Aug-15",0,24,"TLAXCALA",2,5,1111.8115,2,0,2,2,2,7296,77,1,3,0.1523864,8
16332,"03-Aug-15",0,35,"SATELITE",2,3,1506.5874,16,4,1,1,1,13163.2,46,1,1,0.1144545,8
16333,"03-Aug-15",0,28,"CULIACAN",1,1,703.2825,4,1,2,2,2,3131.2,94,1,3,0.2246048,8
16335,"03-Aug-15",1,36,"TLAXCALA",2,10,7242.4032,16,3,1,2,1,10427.2,109,1,1,0.6945683,8
16336,"03-Aug-15",0,23,"CHAPALA",1,3,2514.6256,4,1,2,2,1,1672,63,1,3,1.503963,8
16337,"03-Aug-15",1,59,"CUAUTITLAN",2,8,6576.2853,40,14,1,1,2,2401.6001,119,1,1,2.738293,8
16338,"03-Aug-15",1,24,"MONTERREY MITRAS",1,17,8226.9049,1,0,2,2,2,1702.4,256,0,3,4.832533,8
16339,"03-Aug-15",1,31,"PATRIOTISMO",2,20,16086.759,4,2,1,1,2,4712,172,1,1,3.413998,8
16340,"03-Aug-15",1,21,"DURANGO",1,19,12334.7,4,1,2,1,1,15504,626,0,3,0.7955818,8
16342,"03-Aug-15",0,27,"ESCANDON",2,17,18016.504,10,2,1,1,1,7752,525,0,1,2.32411,8
16343,"03-Aug-15",1,40,"SAN ANGEL",2,8,2698.1042,21,3,1,1,2,11278.4,80,1,2,0.2392276,8
16344,"03-Aug-15",1,34,"CHAPALA",1,1,234.4275,11,3,1,2,1,26539.199,36,1,1,0.0088333,8
16345,"03-Aug-15",1,33,"TORREON COMARCA",1,3,471.66813,16,6,2,1,2,13528,28,1,3,0.0348661,8
16346,"03-Aug-15",1,55,"CUERNAVACA MORELOS",2,14,7082.2736,38,20,1,1,2,121.6,389,0,1,58.24238,8
16347,"03-Aug-15",0,42,"TIJUANA PLAYAS",1,3,1268.4091,7,1,2,2,1,3161.6001,52,1,3,0.4011921,8
16348,"03-Aug-15",1,47,"MONTERREY TECNOLOGICO",1,1,229.73895,27,4,1,2,1,516.79999,60,1,1,0.4445413,8
16349,"03-Aug-15",1,29,"FRAY SERVANDO",2,3,1874.4823,12,4,1,1,1,6779.2002,65,1,1,0.2765049,8
16350,"03-Aug-15",0,34,"SAN MARCOS",1,3,2588.0796,18,4,1,2,2,7600,59,1,1,0.3405368,8
16351,"03-Aug-15",1,26,"ZACATECAS",1,30,17261.678,5,1,1,2,2,6566.3999,626,0,1,2.628789,8
16352,"03-Aug-15",0,44,"HERMOSILLO PITIC",1,19,11247.206,26,12,1,2,2,6779.2002,140,1,1,1.659076,8
16353,"03-Aug-15",1,26,"MONCLOVA",1,14,4285.2097,8,2,1,2,1,6171.2002,175,1,2,0.6943884,8
16354,"03-Aug-15",0,42,"MONCLOVA",1,1,31.257,23,7,2,1,1,5502.3999,38,1,1,0.0056806,8
16355,"03-Aug-15",1,33,"SAN MARCOS",1,3,900.82674,18,4,1,2,1,4712,49,1,2,0.1911771,8
16356,"03-Aug-15",0,37,"COLIMA",1,15,3860.6146,21,4,1,2,2,9819.2002,249,0,1,0.39317,8
16357,"03-Aug-15",0,51,"BAJIO",1,3,1589.731,24,7,2,2,1,6748.7998,42,1,1,0.2355576,8
16359,"03-Aug-15",0,28,"CUAUTITLAN",2,6,4513.5108,10,2,1,1,2,7478.3999,87,1,1,0.6035396,8
16360,"03-Aug-15",0,38,"CUERNAVACA MORELOS",2,15,6876.0399,22,8,1,1,1,7052.7998,121,1,1,0.9749376,8
16361,"03-Aug-15",0,47,"CD. JUAREZ BARRANCAS",1,14,8232.6875,30,6,1,1,1,6080,389,0,1,1.35406,8
16362,"10-Aug-15",1,29,"MONTERREY SAN NICOLAS",1,9,12490.297,14,2,2,2,1,364.79999,183,0,3,34.23875,8
16363,"10-Aug-15",0,36,"SAN ANGEL",2,19,11055.788,20,7,2,1,2,14896,200,0,1,0.7421985,8
16364,"10-Aug-15",1,30,"GUADALAJARA PATRIA",1,11,5718.4056,11,3,1,2,1,6900.7998,168,1,1,0.8286584,8
16365,"10-Aug-15",0,30,"VALLARTA",1,1,1093.995,13,2,1,2,2,5593.6001,38,1,1,0.1955798,8
16366,"10-Aug-15",0,36,"NOGALES",1,7,2139.5417,21,4,1,2,1,11521.6,88,1,1,0.1856983,8
16367,"10-Aug-15",1,29,"CD. JUAREZ ATLANTIS",1,1,78.1425,10,2,2,2,1,4134.3999,15,1,1,0.0189006,8
16368,"10-Aug-15",0,28,"LAS AGUILAS",2,22,11445.876,4,1,1,1,1,1945.6,592,0,1,5.882954,8
16370,"10-Aug-15",1,28,"GUADALAJARA PATRIA",1,1,492.29775,7,1,2,2,1,5076.7998,53,1,3,0.0969701,8
16371,"10-Aug-15",1,44,"CD. JUAREZ ATLANTIS",1,3,1816.0317,26,11,1,2,2,7356.7998,49,1,1,0.2468508,8
16373,"10-Aug-15",1,28,"CHAPULTEPEC",2,17,8509.6557,9,2,1,1,1,2918.3999,184,0,1,2.915864,8
16375,"10-Aug-15",1,29,"CONDESA",2,6,2632.4645,9,2,1,1,2,12099.2,88,1,2,0.2175734,8
16376,"10-Aug-15",1,28,"SEVILLA",2,3,2311.4551,8,1,1,1,1,7083.2002,81,1,1,0.3263292,8
16377,"10-Aug-15",0,27,"MONTERREY SAN NICOLAS",1,15,13689.878,6,1,2,2,2,6596.7998,203,0,3,2.07523,8
16378,"10-Aug-15",0,37,"MONTE ALBAN",2,4,1747.2663,23,4,1,2,2,2158.3999,65,1,1,0.8095193,8
16379,"10-Aug-15",0,30,"SEVILLA",2,12,4439.9318,10,2,1,1,2,486.39999,126,1,1,9.128149,8
16382,"10-Aug-15",1,32,"CHIMALISTAC",2,2,1297.1655,6,1,1,1,2,10792,109,1,1,0.120197,8
16383,"10-Aug-15",0,54,"REYNOSA FRONTERA",1,13,11523.862,31,6,1,2,2,6505.6001,329,0,1,1.771376,8
16385,"10-Aug-15",1,32,"MONTE ALBAN",2,16,12144.907,11,4,1,2,2,13406.4,123,1,1,0.9059037,8
16386,"10-Aug-15",1,29,"MEXICALI IMPERIAL",1,26,11570.841,11,2,1,1,2,6262.3999,619,0,2,1.847669,8
16388,"10-Aug-15",0,29,"CHAPULTEPEC",2,2,1484.7075,9,5,1,1,2,9576,57,1,1,0.1550446,8
16389,"10-Aug-15",0,33,"TIJUANA INSURGENTES",1,1,125.65314,13,2,2,2,1,9089.5996,32,1,3,0.0138238,8
16390,"10-Aug-15",1,38,"MONTERREY LAS TORRES",1,2,93.771,22,4,1,2,1,7660.7998,23,1,1,0.0122404,8
16391,"10-Aug-15",0,30,"REYNOSA FRONTERA",1,1,109.3995,15,3,2,2,1,2188.8,45,1,1,0.0499815,8
16393,"10-Aug-15",0,39,"TIJUANA RIO",1,10,9208.6248,22,4,2,2,1,7083.2002,123,1,3,1.300066,8
16394,"10-Aug-15",1,35,"CRONOS",2,11,7968.9721,16,5,2,1,2,7387.2002,151,1,1,1.078754,8
16395,"10-Aug-15",0,53,"REYNOSA FRONTERA",1,14,7201.6128,28,7,1,2,2,6657.6001,93,1,1,1.081713,8
16396,"10-Aug-15",1,29,"MERIDA",2,1,12.5028,6,1,2,2,1,4590.3999,77,1,3,0.0027237,8
16397,"10-Aug-15",0,26,"CELAYA",1,3,1322.1711,6,1,2,2,2,1216,72,1,3,1.087312,8
16398,"10-Aug-15",1,31,"PACHUCA",2,1,78.1425,15,4,1,1,2,8846.4004,30,1,1,0.0088333,8
16399,"10-Aug-15",1,50,"MERIDA",2,16,9294.0814,31,6,1,2,1,17297.6,619,0,1,0.5373047,8
16400,"10-Aug-15",1,23,"MONCLOVA",1,2,537.30783,6,1,1,2,1,18787.199,108,1,1,0.0285997,8
16401,"10-Aug-15",0,27,"CELAYA",1,5,2273.9468,6,2,1,2,1,3161.6001,92,1,1,0.7192392,8
16402,"10-Aug-15",1,27,"TIJUANA INSURGENTES",1,1,234.4275,10,2,1,2,1,13497.6,53,1,1,0.0173681,8
16403,"10-Aug-15",1,29,"MERIDA",2,1,393.8382,7,3,2,2,2,4620.7998,43,1,3,0.0852316,8
16404,"10-Aug-15",1,32,"PACHUCA",2,22,14961.788,1,0,1,1,2,2523.2,340,0,2,5.929688,8
16405,"10-Aug-15",1,38,"TOREO",2,17,9446.7719,17,3,1,1,1,912,198,0,1,10.3583,8
16406,"10-Aug-15",1,26,"TUXTLA GUTIERREZ",2,14,10408.268,8,2,2,2,2,15291.2,123,1,3,0.6806705,8
16407,"10-Aug-15",1,38,"SAN LUIS POTOSI",1,14,6663.8049,19,3,1,2,1,16932.801,217,0,2,0.3935442,8
16408,"10-Aug-15",0,28,"TUXTLA GUTIERREZ",2,7,741.10347,10,2,2,2,1,10123.2,45,1,3,0.0732084,8
16410,"10-Aug-15",0,26,"MERIDA",2,18,5997.9057,7,3,1,2,1,3313.6001,619,0,1,1.810087,8
16411,"10-Aug-15",1,46,"POLANCO",2,3,4599.4676,25,4,1,1,1,9940.7998,50,1,1,0.4626859,8
16412,"10-Aug-15",1,46,"MERIDA MONTEJO",2,1,156.285,20,3,1,2,2,12585.6,46,1,1,0.0124178,8
16413,"10-Aug-15",1,41,"ILIADA METRO NORTE",2,2,312.57,26,6,1,1,1,29366.4,21,1,1,0.0106438,8
16414,"10-Aug-15",1,35,"VALLE DORADO",2,12,8313.4243,20,4,1,1,1,1185.6,130,1,1,7.011998,8
16415,"10-Aug-15",1,49,"GUADALAJARA AJIJIC",1,1,156.285,27,6,1,2,2,2766.3999,49,1,1,0.056494,8
16416,"10-Aug-15",0,38,"CRACOVIA",2,15,14076.465,18,8,1,1,2,3556.8,217,0,1,3.957621,8
16417,"10-Aug-15",1,30,"MONTERREY SANTA LUCIA",1,13,12836.625,13,3,1,2,1,1641.6,85,1,1,7.819582,8
16421,"10-Aug-15",1,28,"COUNTRY CLUB",1,1,182.85345,0,0,1,2,2,4772.7998,39,1,1,0.0383116,8
16422,"10-Aug-15",0,42,"CHAPULTEPEC",2,6,2439.1713,23,4,2,1,2,121.6,115,1,1,20.05898,8
16423,"10-Aug-15",0,42,"CHAPULTEPEC",2,6,2439.1713,23,7,2,1,2,13680,115,1,1,0.178302,8
16426,"10-Aug-15",0,25,"VALLARTA",1,1,393.8382,8,2,1,2,2,10396.8,38,1,1,0.0378807,8
16428,"10-Aug-15",0,25,"CD. JUAREZ BARRANCAS",1,17,17356.449,6,3,1,2,2,1884.8,305,0,1,9.208642,8
16429,"10-Aug-15",1,29,"TORREON COMARCA",1,16,5130.8991,6,1,1,2,2,8998.4004,253,0,1,0.5702012,8
16430,"10-Aug-15",1,24,"CD. JUAREZ BARRANCAS",1,4,1610.6732,6,1,2,2,1,18483.199,50,1,3,0.0871426,8
16431,"10-Aug-15",0,27,"MONTERREY MITRAS",1,6,1605.6721,10,2,1,2,1,3100.8,59,1,1,0.5178251,8
16433,"10-Aug-15",1,33,"INTERLOMAS",2,13,11250.176,14,2,2,1,2,9332.7998,189,0,1,1.205445,8
16435,"10-Aug-15",1,27,"MONTERREY LAS TORRES",1,4,1226.8373,7,2,2,2,1,3252.8,60,1,3,0.3771634,8
16436,"10-Aug-15",0,35,"TOREO",2,9,5587.1888,18,5,2,1,1,2614.3999,92,1,1,2.137083,8
16438,"10-Aug-15",1,28,"TAMPICO ALTAMIRA",1,1,203.1705,11,4,2,2,1,1094.4,39,1,3,0.1856456,8
16439,"10-Aug-15",0,33,"NOGALES",1,3,602.94753,11,4,2,2,2,3040,45,1,1,0.198338,8
16440,"17-Aug-15",1,40,"CAMPECHE",2,23,8486.9632,26,6,1,2,2,6961.6001,151,1,1,1.219111,8
16441,"17-Aug-15",0,27,"CUERNAVACA MORELOS",2,9,3250.4154,6,1,2,1,1,10153.6,109,1,1,0.3201244,8
16442,"17-Aug-15",1,27,"OLIMPO",2,2,1176.5135,7,2,1,1,1,60.799999,44,1,1,19.35055,8
16444,"17-Aug-15",1,38,"CUERNAVACA MORELOS",2,24,9626.5309,16,5,1,1,2,3374.3999,198,0,1,2.852813,8
16445,"17-Aug-15",1,33,"CRONOS",2,18,5849.4975,13,3,1,1,2,6657.6001,385,0,1,0.8786196,8
16446,"17-Aug-15",0,33,"METRO CENTRO",2,1,312.57,1,0,1,1,1,456,59,1,1,0.6854605,8
16447,"17-Aug-15",1,28,"XOLA",2,4,3272.6079,8,2,1,1,1,10214.4,84,1,1,0.3203916,8
16448,"17-Aug-15",0,30,"OLIMPO",2,2,804.24261,9,2,1,1,1,16841.6,35,1,2,0.0477533,8
16449,"17-Aug-15",1,23,"CD. JUAREZ BARRANCAS",1,2,123.46515,7,4,2,2,1,10640,32,1,3,0.0116039,8
16450,"17-Aug-15",0,34,"CONDESA",2,16,11855.78,13,3,1,1,1,11734.4,479,0,1,1.010344,8
16451,"17-Aug-15",0,28,"TOREO",2,4,807.99345,2,1,2,1,2,1550.4,44,1,1,0.5211516,8
16452,"17-Aug-15",1,36,"EL SALTO",1,14,7713.4774,6,1,1,2,1,7630.3999,163,1,1,1.010888,8
16453,"17-Aug-15",0,32,"DURANGO",1,4,3852.4252,16,5,1,1,2,881.59998,78,1,2,4.369811,8
16456,"17-Aug-15",1,27,"GUADALAJARA PATRIA",1,2,726.72525,10,2,2,2,1,11673.6,37,1,3,0.0622537,8
16457,"17-Aug-15",0,41,"CHIHUAHUA VILLA",1,6,5223.3573,25,5,1,1,1,8542.4004,58,1,1,0.6114625,8
16458,"17-Aug-15",1,39,"CUERNAVACA",2,2,625.14,20,7,1,1,1,4681.6001,81,1,1,0.1335313,8
16459,"17-Aug-15",0,32,"TIJUANA RIO",1,1,837.6876,16,3,2,2,2,3982.3999,43,1,3,0.2103474,8
16460,"17-Aug-15",0,28,"EJERCITO",2,5,5139.5885,9,1,1,1,1,9880,102,1,1,0.5202013,8
16461,"17-Aug-15",1,27,"CHOLULA",2,2,404.15301,10,2,1,2,2,1580.8,25,1,1,0.2556636,8
16462,"17-Aug-15",0,26,"VIVEROS",2,8,5547.5549,9,2,1,1,1,6870.3999,122,1,1,0.8074573,8
