"ï..key","f_alta","genero","edad","sucursal","div","num_ventas","sueldo_prom","antiguedad","num_trabajos_previos","edo_civil","experiencia","escolaridad","salario_diario_ant","num_dias","rotacion","dependientes","incremento","mes"
16465,"17-Aug-15",0,27,"CD. JUAREZ BARRANCAS",1,18,6481.2015,2,0,1,2,2,2553.6001,378,0,1,2.538064,8
16468,"17-Aug-15",0,42,"SALTILLO MONTERREAL",1,2,343.827,21,4,2,2,2,699.20001,17,1,1,0.4917434,8
16470,"17-Aug-15",0,35,"QUERETARO",1,6,1564.1003,12,2,2,2,1,7600,193,0,1,0.2058027,8
16471,"17-Aug-15",0,33,"QUERETARO",1,1,12.5028,12,4,1,2,1,5076.7998,74,1,1,0.0024627,8
16472,"17-Aug-15",0,33,"QUERETARO",1,1,12.5028,12,3,1,2,1,12160,74,1,1,0.0010282,8
16474,"17-Aug-15",0,31,"BAJIO",1,4,1367.8063,8,2,1,2,2,1337.6,46,1,1,1.022583,8
16475,"17-Aug-15",1,45,"OLIMPO",2,15,11133.806,25,6,1,1,1,18878.4,218,0,1,0.5897642,8
16476,"17-Aug-15",0,30,"TLAXCALA",2,18,11006.652,12,2,1,2,2,4316.7998,612,0,1,2.549725,8
16477,"17-Aug-15",0,26,"DURANGO",1,15,2813.13,8,4,2,2,1,11977.6,87,1,1,0.2348659,8
16478,"17-Aug-15",0,46,"QUERETARO ARCOS",1,6,4985.4915,19,3,1,2,2,4499.2002,88,1,1,1.108084,8
16479,"17-Aug-15",0,38,"MONTERREY SANTA LUCIA",1,5,1813.5311,23,5,2,2,1,12707.2,60,1,3,0.1427168,8
16480,"17-Aug-15",1,31,"TAMPICO ALTAMIRA",1,3,1405.0022,12,3,2,2,2,1216,57,1,3,1.155429,8
16483,"24-Aug-15",1,27,"GRIJALVA",2,1,546.9975,9,3,2,2,1,6444.7998,39,1,3,0.0848742,8
16485,"17-Aug-15",1,27,"GRIJALVA",2,9,2436.4832,11,1,1,2,2,5380.7998,163,1,1,0.4528106,8
16486,"17-Aug-15",0,27,"CUERNAVACA MORELOS",2,12,5651.5782,12,2,1,1,1,9302.4004,102,1,1,0.6075398,8
16487,"17-Aug-15",0,25,"MONTERREY CHIPINQUE",1,3,1555.9735,0,0,2,2,2,3131.2,63,1,3,0.4969256,8
16488,"17-Aug-15",0,37,"EJERCITO",2,5,4461.9367,21,4,2,1,1,638.40002,88,1,1,6.989249,8
16489,"17-Aug-15",0,27,"QUERETARO ACUEDUCTO",1,17,8090.7494,7,2,1,2,2,516.79999,277,0,1,15.65548,8
16491,"17-Aug-15",0,31,"HERMOSILLO PITIC",1,11,7045.5153,12,4,2,2,1,4012.8,163,1,1,1.75576,8
16493,"17-Aug-15",1,27,"XOLA",2,6,2031.705,8,1,1,1,2,17115.199,51,1,1,0.1187076,8
16494,"17-Aug-15",0,33,"CUAUTITLAN",2,20,10194.033,14,2,1,1,1,12707.2,163,1,1,0.8022249,8
16496,"17-Aug-15",0,33,"SALTILLO MONTERREAL",1,14,8096.3444,14,3,1,2,2,13132.8,193,0,1,0.616498,8
16498,"17-Aug-15",0,32,"TAMPICO",1,12,3984.3298,13,3,1,2,1,8208,102,1,1,0.4854203,8
16499,"17-Aug-15",0,50,"GRIJALVA",2,10,2292.4509,32,7,2,2,2,5593.6001,107,1,3,0.4098346,8
16500,"17-Aug-15",1,23,"CD. JUAREZ BARRANCAS",1,2,4922.9775,6,1,2,2,2,5715.2002,81,1,3,0.8613832,8
16501,"17-Aug-15",0,51,"CORREGIDORA",1,16,2707.7939,31,5,1,2,1,7691.2002,612,0,1,0.3520639,8
16502,"17-Aug-15",1,30,"CAMPECHE",2,15,4983.3973,12,2,1,2,2,5806.3999,182,0,1,0.8582594,8
16504,"17-Aug-15",1,27,"GRIJALVA",2,11,5591.5647,9,3,2,2,1,5897.6001,115,1,3,0.9481085,8
16506,"17-Aug-15",1,33,"QUERETARO ACUEDUCTO",1,39,14264.445,4,2,1,2,1,12220.8,612,0,1,1.167227,8
16507,"17-Aug-15",0,27,"CD. JUAREZ BARRANCAS",1,1,495.73602,9,2,2,2,1,5867.2002,45,1,3,0.0844928,8
16509,"17-Aug-15",1,31,"HERMOSILLO",1,20,9915.158,11,2,2,2,1,23620.801,389,0,1,0.4197638,8
16511,"17-Aug-15",1,43,"ILIADA METRO NORTE",2,18,9896.5288,25,5,1,1,1,10184,109,1,1,0.9717723,8
16512,"17-Aug-15",1,45,"LINDAVISTA",2,16,12033.632,28,7,2,1,1,8238.4004,254,0,1,1.460676,8
16514,"17-Aug-15",0,34,"CAMPECHE",2,2,125.028,10,4,1,2,1,9089.5996,66,1,1,0.0137551,8
16515,"24-Aug-15",0,25,"COLIMA",1,7,2031.1424,6,1,1,2,2,638.40002,151,1,1,3.181614,8
16516,"24-Aug-15",1,33,"MONTERREY SENDERO",1,9,3804.9146,11,3,1,2,2,9940.7998,46,1,1,0.3827574,8
16517,"24-Aug-15",1,29,"COSTA DEL SOL",2,2,625.14,6,2,1,2,2,13588.8,59,1,1,0.0460041,8
16518,"24-Aug-15",0,34,"REYNOSA FRONTERA",1,8,6435.8163,17,2,2,2,2,9089.5996,70,1,1,0.7080418,8
16519,"24-Aug-15",0,41,"TORREON COMARCA",1,9,7026.8862,15,4,1,2,2,5016,121,1,1,1.400894,8
16521,"24-Aug-15",0,44,"PUEBLA LA NORIA",2,17,7680.9076,22,7,1,2,1,10609.6,305,0,1,0.7239583,8
16522,"24-Aug-15",1,31,"GUADALAJARA AJIJIC",1,15,16082.477,15,3,1,2,1,4742.3999,162,1,1,3.391211,8
16523,"24-Aug-15",0,39,"CULIACAN",1,16,1862.7297,23,5,1,2,1,14470.4,442,0,1,0.1287269,8
16524,"24-Aug-15",0,32,"SAN ANGEL",2,17,5689.9618,12,2,1,1,2,2492.8,171,1,1,2.282558,8
16525,"24-Aug-15",0,47,"SAN LUIS POTOSI",1,16,18990.534,27,6,1,2,2,2401.6001,263,0,1,7.907451,8
16526,"24-Aug-15",1,27,"DURANGO",1,6,2598.707,9,2,2,2,1,9241.5996,144,1,3,0.2811967,8
16527,"24-Aug-15",0,29,"MONTE ALBAN",2,1,12.5028,2,0,2,2,1,6080,39,1,1,0.0020564,8
16528,"24-Aug-15",0,27,"DURANGO",1,15,7774.241,10,2,2,2,2,456,529,0,3,17.04877,8
16529,"24-Aug-15",0,32,"COATZACOALCOS",2,26,17647.765,12,2,2,2,2,121.6,605,0,3,145.1296,8
16533,"24-Aug-15",0,27,"DURANGO",1,14,5857.9056,8,2,1,2,2,15595.2,226,0,1,0.3756223,8
16536,"24-Aug-15",1,39,"TRADE CENTER",2,10,2312.893,14,5,2,1,2,3556.8,143,1,1,0.6502736,8
16537,"24-Aug-15",0,32,"MONTE ALBAN",2,3,1751.9549,10,2,1,2,1,4681.6001,74,1,1,0.3742214,8
16538,"24-Aug-15",0,32,"GUADALAJARA CENTRO",1,4,3398.8862,12,2,1,2,1,22739.199,57,1,1,0.1494725,8
16540,"24-Aug-15",1,52,"CHAPALA",1,25,14250.004,36,8,1,2,1,19577.6,169,1,1,0.7278729,8
16542,"24-Aug-15",0,28,"MONTERREY GUADALUPE",1,7,4938.2934,1,0,2,2,2,7812.7998,81,1,1,0.6320773,8
16543,"24-Aug-15",1,26,"COSTA DEL SOL",2,3,2614.648,4,1,2,2,1,10518.4,59,1,1,0.2485785,8
16544,"24-Aug-15",1,24,"TIJUANA INSURGENTES",1,3,2027.9542,7,1,2,2,1,9454.4004,74,1,3,0.2144984,8
16545,"24-Aug-15",0,36,"OLIMPO",2,2,123.46515,9,3,2,1,1,10062.4,43,1,1,0.01227,8
16546,"24-Aug-15",1,32,"TAMPICO ALTAMIRA",1,4,1215.8973,11,5,2,2,2,13771.2,64,1,3,0.0882928,8
16547,"24-Aug-15",0,26,"COSTA DEL SOL",2,10,2177.05,3,1,2,2,2,9393.5996,65,1,3,0.2317589,8
16550,"24-Aug-15",0,27,"CD. JUAREZ ATLANTIS",1,3,1255.5937,11,3,2,2,2,9819.2002,37,1,1,0.1278713,8
16552,"24-Aug-15",0,28,"COSTA DEL SOL",2,23,13461.015,10,3,1,2,2,10305.6,605,0,2,1.306185,8
16553,"24-Aug-15",0,29,"CORREGIDORA",1,1,546.9975,12,2,2,2,2,9272,42,1,1,0.0589946,8
16554,"24-Aug-15",0,41,"PACHUCA",2,6,2882.2705,20,4,1,1,1,10184,158,1,1,0.2830195,8
16555,"24-Aug-15",0,49,"QUERETARO ARCOS",1,19,19415.161,27,6,1,2,2,4681.6001,605,0,1,4.14712,8
16556,"24-Aug-15",1,34,"MONTERREY VALLE ALTO",1,2,5576.2488,18,3,1,2,2,2979.2,35,1,1,1.871727,8
16557,"24-Aug-15",1,26,"MERIDA",2,1,156.285,3,1,2,2,2,9028.7998,31,1,3,0.0173096,8
16559,"24-Aug-15",0,24,"MONTE ALBAN",2,2,1172.1375,3,0,1,2,1,12768,65,1,1,0.0918027,8
16560,"24-Aug-15",1,33,"COLIMA",1,7,2431.482,11,2,1,2,2,10032,66,1,1,0.2423726,8
16562,"24-Aug-15",1,22,"JUAREZ CHAMIZAL",1,1,1534.7187,3,1,2,2,1,7083.2002,18,1,3,0.2166702,8
16563,"24-Aug-15",0,24,"COATZACOALCOS",2,16,8035.2057,3,1,2,2,2,577.59998,113,1,3,13.91137,8
16564,"24-Aug-15",0,42,"TRADE CENTER",2,3,3072.8757,22,4,2,1,1,9363.2002,63,1,1,0.3281865,8
16565,"24-Aug-15",0,25,"ARANDAS",1,18,14381.971,4,1,2,2,2,5745.6001,284,0,3,2.503128,8
16566,"24-Aug-15",1,43,"GUADALAJARA CENTRO",1,6,2314.8934,25,5,1,2,1,4833.6001,85,1,1,0.478917,8
16567,"24-Aug-15",0,28,"MONTERREY LEONES",1,6,3976.3905,4,2,2,2,2,1884.8,141,1,3,2.109715,8
16568,"24-Aug-15",1,29,"CULIACAN",1,2,666.39924,6,1,1,2,2,11035.2,126,1,2,0.0603885,8
16569,"24-Aug-15",0,37,"MONTERREY SAN NICOLAS",1,8,12776.299,12,5,1,2,2,6019.2002,72,1,1,2.122591,8
16570,"24-Aug-15",1,26,"GUADALAJARA PATRIA",1,17,9196.9347,2,0,2,2,2,3678.3999,219,0,3,2.500254,8
16571,"24-Aug-15",0,33,"CRACOVIA",2,14,10333.814,14,4,2,1,2,6961.6001,234,0,1,1.484402,8
16572,"24-Aug-15",1,35,"TORREON COMARCA",1,14,14124.226,17,3,1,2,1,12798.4,401,0,1,1.103593,8
16573,"24-Aug-15",1,30,"MAZARIK",2,17,23686.93,9,2,2,1,1,9728,308,0,1,2.434923,8
16574,"24-Aug-15",0,32,"PUEBLA LA NORIA",2,2,303.1929,16,5,2,2,1,2736,43,1,3,0.1108161,8
16575,"24-Aug-15",0,31,"LINDAVISTA",2,4,1233.0886,8,2,2,1,2,1976,51,1,1,0.6240327,8
16576,"24-Aug-15",0,32,"MONCLOVA",1,14,3965.3255,7,1,2,1,1,15747.2,154,1,1,0.2518115,8
16577,"24-Aug-15",1,36,"BARRANCA",2,12,9837.0468,20,4,1,1,2,3739.2,162,1,1,2.630789,8
16578,"24-Aug-15",1,49,"SAN ANGEL",2,18,13198.956,22,4,1,1,2,1155.2,305,0,1,11.42569,8
16579,"24-Aug-15",0,28,"TAMPICO ALTAMIRA",1,4,1062.738,2,1,2,2,2,4590.3999,77,1,3,0.2315132,8
16580,"24-Aug-15",1,52,"MERIDA",2,4,2879.7074,32,16,2,2,2,9241.5996,95,1,1,0.3116027,8
16582,"24-Aug-15",0,50,"LINDAVISTA",2,5,1534.7187,29,5,1,1,1,4985.6001,71,1,1,0.3078303,8
16583,"24-Aug-15",0,25,"ARANDAS",1,14,6656.9283,7,1,2,2,1,2705.6001,284,0,3,2.460426,8
16584,"24-Aug-15",0,52,"GUADALAJARA TLAQUEPAQUE",1,13,5629.8858,29,14,2,2,1,2888,519,0,1,1.949406,8
16585,"24-Aug-15",0,36,"TIJUANA RIO",1,3,2158.2958,16,3,2,2,2,14379.2,70,1,3,0.1500985,8
16586,"24-Aug-15",0,42,"MORELIA MONARCA",1,6,1636.3039,19,4,1,2,2,1033.6,65,1,1,1.583111,8
16587,"24-Aug-15",0,28,"PUEBLA LA NORIA",2,19,4536.3284,4,1,2,2,1,2067.2,469,0,1,2.194431,8
16588,"24-Aug-15",1,37,"PUEBLA LA NORIA",2,1,78.1425,18,3,1,2,1,5107.2002,39,1,1,0.0153005,8
16589,"24-Aug-15",0,25,"MEXICALI IMPERIAL",1,9,3730.8355,7,1,1,1,2,10336,50,1,2,0.3609554,8
16591,"24-Aug-15",0,45,"COLIMA",1,20,8330.6156,24,7,1,1,2,3435.2,605,0,1,2.425074,8
16593,"31-Aug-15",0,26,"CAMPECHE",2,15,11668.394,25,5,2,2,2,668.79999,161,1,1,17.44676,8
16594,"31-Aug-15",0,22,"QUERETARO ARCOS",1,3,1287.7884,7,2,2,2,1,6900.7998,56,1,1,0.1866144,8
16596,"31-Aug-15",1,28,"MEXICALI",1,11,5825.3983,11,2,2,2,1,364.79999,107,1,3,15.96875,8
16598,"31-Aug-15",0,31,"CHIHUAHUA PARRAL",1,1,1415.9421,9,1,1,2,1,1611.2,17,1,1,0.8788121,8
16599,"31-Aug-15",0,25,"JUAREZ PASO DEL NORTE",1,2,1234.6515,5,2,2,2,2,1337.6,38,1,3,0.9230349,8
16600,"31-Aug-15",0,49,"SAN ANGEL",2,2,235.05264,23,4,1,1,2,608,52,1,1,0.3865997,8
16601,"31-Aug-15",0,28,"SATELITE",2,10,6905.5778,6,1,1,1,2,4316.7998,144,1,1,1.599698,8
16602,"31-Aug-15",0,40,"MEXICALI",1,4,553.2489,21,8,2,1,2,9940.7998,38,1,1,0.0556544,8
16603,"31-Aug-15",0,27,"CHOLULA",2,13,8491.4642,11,2,1,2,1,2280,471,0,1,3.724326,8
16604,"31-Aug-15",1,25,"HERMOSILLO",1,4,2632.4645,2,0,2,1,1,7478.3999,67,1,3,0.3520091,8
16606,"31-Aug-15",0,47,"MONTERREY VALLE ALTO",1,15,7557.2862,25,14,1,2,2,8968,241,0,1,0.8426947,8
16607,"31-Aug-15",0,29,"VALLARTA",1,2,296.9415,8,2,1,2,2,6049.6001,36,1,1,0.0490845,8
16608,"31-Aug-15",1,33,"BAJIO",1,11,5558.6824,11,4,2,2,1,11734.4,353,0,1,0.4737083,8
16609,"31-Aug-15",1,29,"CONDESA",2,21,17741.004,11,2,1,1,1,11035.2,373,0,1,1.607674,8
16610,"31-Aug-15",0,25,"HERMOSILLO PITIC",1,2,2169.2358,5,1,2,1,2,5259.2002,43,1,1,0.4124649,8
16611,"31-Aug-15",0,46,"HERMOSILLO",1,7,6709.3151,23,5,1,2,2,304,87,1,1,22.07012,8
16612,"31-Aug-15",0,33,"PUEBLA LA NORIA",2,15,9685.419,16,3,2,2,1,12099.2,598,0,1,0.8005008,8
16613,"31-Aug-15",1,31,"MERIDA",2,14,4334.0956,12,2,2,2,2,4924.7998,105,1,3,0.8800552,8
16615,"31-Aug-15",0,26,"MONTERREY CUMBRES",1,20,21871.336,2,0,2,2,1,1033.6,598,0,3,21.16035,8
16616,"31-Aug-15",0,27,"MONTERREY CHIPINQUE",1,24,11965.607,8,2,2,2,2,15139.2,598,0,3,0.7903724,8
16620,"31-Aug-15",0,36,"ZACATECAS",1,22,13379.778,8,1,2,2,2,14288,326,0,1,0.9364346,8
16621,"31-Aug-15",0,37,"VERACRUZ",2,9,4185.3123,16,6,1,2,2,6809.6001,72,1,1,0.6146194,8
16622,"31-Aug-15",1,31,"TUXTLA GUTIERREZ",2,19,5852.8107,16,2,2,2,1,1550.4,205,0,1,3.775033,8
16623,"31-Aug-15",0,26,"CAMPECHE",2,8,1761.1444,7,1,2,2,1,19304,171,1,3,0.0912321,8
16624,"31-Aug-15",1,38,"MONTERREY GUADALUPE",1,20,7173.3252,11,2,2,2,1,15716.8,240,0,3,0.4564113,8
16625,"31-Aug-15",1,30,"TORREON",1,9,2557.7603,11,2,2,2,1,547.20001,85,1,3,4.67427,8
16626,"31-Aug-15",0,23,"CULIACAN",1,1,434.4723,2,0,2,2,2,9393.5996,14,1,3,0.0462519,8
16630,"31-Aug-15",1,36,"MONCLOVA",1,20,18198.857,16,4,1,2,2,11308.8,598,0,2,1.609265,8
16631,"31-Aug-15",0,53,"MONTERREY VOLCAN",1,23,6243.2732,27,11,2,2,2,15504,598,0,3,0.4026879,8
16632,"31-Aug-15",1,32,"TORREON COMARCA",1,5,2079.2782,7,1,2,2,1,8420.7998,105,1,3,0.2469217,8
16636,"31-Aug-15",1,45,"TOLUCA LERMA",2,3,1484.7075,25,8,1,1,1,10883.2,81,1,1,0.136422,8
16637,"31-Aug-15",1,46,"MERIDA",2,11,8620.6806,22,7,1,2,2,6718.3999,149,1,1,1.283145,8
16638,"31-Aug-15",1,28,"MERIDA",2,25,15608.871,9,1,2,2,2,1276.8,423,0,3,12.22499,8
16641,"31-Aug-15",1,23,"CHIHUAHUA VILLA",1,1,625.14,5,1,2,2,1,12160,30,1,3,0.0514095,8
16642,"31-Aug-15",0,58,"MONTERREY SAN NICOLAS",1,7,5252.6763,42,11,1,2,2,3800,151,1,2,1.382283,8
16643,"31-Aug-15",0,58,"MONTERREY SAN NICOLAS",1,7,5252.6763,42,8,1,2,2,12342.4,151,1,2,0.4255798,8
16644,"31-Aug-15",1,31,"CD. JUAREZ ATLANTIS",1,1,1453.4505,13,5,2,2,2,25536,30,1,3,0.0569177,8
16645,"31-Aug-15",1,43,"TOLUCA METEPEC",2,3,1420.9432,23,4,1,1,1,17176,91,1,1,0.0827284,8
16646,"31-Aug-15",1,27,"JALISCO",1,2,1095.5578,7,2,2,2,2,2979.2,36,1,3,0.3677356,8
16647,"31-Aug-15",0,27,"ARANDAS",1,18,6398.7455,9,2,2,2,1,8208,364,0,3,0.7795743,8
16648,"31-Aug-15",1,36,"ENSENADA",1,3,442.28655,18,10,2,2,2,5502.3999,56,1,3,0.0803807,8
16649,"31-Aug-15",0,27,"MAZATLAN",1,6,1862.167,9,2,1,2,1,6019.2002,148,1,1,0.3093712,8
16651,"31-Aug-15",1,45,"MONTERREY LEONES",1,19,14185.802,28,4,2,2,2,304,213,0,3,46.66382,8
16653,"31-Aug-15",1,27,"TIJUANA RIO",1,3,2174.2369,11,2,1,1,1,20854.4,71,1,1,0.1042579,8
16654,"31-Aug-15",1,28,"SALTILLO",1,20,18715.004,2,0,1,2,2,10427.2,183,0,1,1.794825,8
16655,"31-Aug-15",0,40,"PACHUCA",2,1,187.542,17,5,1,1,2,7539.2002,53,1,1,0.0248756,8
16656,"31-Aug-15",1,34,"XOLA",2,2,993.9726,15,3,1,1,1,6566.3999,51,1,1,0.1513725,8
16657,"31-Aug-15",0,29,"JUAREZ CHAMIZAL",1,1,546.9975,12,2,2,2,2,1672,17,1,3,0.3271516,8
16658,"31-Aug-15",0,24,"GUADALAJARA AJIJIC",1,14,9007.7985,11,2,2,2,2,2523.2,218,0,3,3.56999,8
16660,"31-Aug-15",0,39,"VERACRUZ",2,26,13367.244,20,9,2,2,2,10518.4,186,0,1,1.270844,8
16661,"31-Aug-15",1,35,"VERACRUZ",2,1,390.7125,14,5,2,2,1,3344,50,1,3,0.1168399,8
16662,"31-Aug-15",0,29,"CAMPECHE",2,16,7663.5913,11,2,2,2,2,2128,228,0,3,3.601312,8
16663,"31-Aug-15",1,37,"TUXTLA GUTIERREZ",2,9,2130.7897,23,4,1,2,2,3009.6001,81,1,1,0.7079976,8
16664,"31-Aug-15",0,33,"SLP TANGAMANGA",1,2,308.50659,9,1,2,2,1,1702.4,35,1,1,0.1812186,8
16667,"31-Aug-15",0,41,"ILIADA METRO NORTE",2,13,7026.6674,16,3,1,1,1,5107.2002,88,1,1,1.375836,8
16668,"31-Aug-15",1,27,"COUNTRY CLUB",1,20,11066.103,7,1,2,2,2,5593.6001,137,1,3,1.978351,8
16669,"31-Aug-15",1,46,"CHIHUAHUA PARRAL",1,19,4553.1447,25,10,1,2,1,1520,231,0,1,2.99549,8
16670,"31-Aug-15",1,30,"TORREON COMARCA",1,2,951.46308,13,3,2,2,1,3648,98,1,3,0.2608177,8
16671,"31-Aug-15",0,28,"CRACOVIA",2,3,1884.172,10,5,1,1,1,60.799999,44,1,2,30.98967,8
16672,"31-Aug-15",1,27,"XOLA",2,6,2849.4506,9,2,1,1,1,4985.6001,93,1,1,0.5715361,8
16673,"31-Aug-15",0,29,"CUERNAVACA MORELOS",2,1,298.81692,2,1,1,1,1,14318.4,43,1,1,0.0208694,8
16675,"31-Aug-15",1,28,"PRADO CHURUBUSCO",2,15,14051.209,5,1,1,1,2,26083.199,165,1,1,0.5387073,8
16676,"31-Aug-15",0,44,"MAZATLAN",1,13,8517.1574,28,10,2,2,2,1793.6,270,0,1,4.748638,8
16677,"31-Aug-15",0,48,"LAS AGUILAS",2,23,19713.634,19,4,1,1,1,6566.3999,553,0,1,3.002198,8
16678,"31-Aug-15",1,32,"PRADO CHURUBUSCO",2,3,1389.6237,14,3,1,1,1,5593.6001,72,1,1,0.248431,8
16679,"31-Aug-15",1,40,"TIJUANA RIO",1,1,826.74765,21,4,1,1,2,1155.2,42,1,2,0.7156749,8
16682,"31-Aug-15",1,35,"MONTERREY MITRAS",1,8,2364.2795,17,2,1,2,2,5228.7998,175,1,1,0.4521649,8
16684,"31-Aug-15",0,38,"CULIACAN HUMAYA",1,1,1148.6948,24,4,1,2,2,7326.3999,14,1,1,0.1567884,8
16685,"31-Aug-15",0,56,"CRONOS",2,18,8731.3616,32,7,2,1,2,11339.2,282,0,1,0.7700157,8
16686,"31-Aug-15",0,29,"BARRANCA",2,18,9506.0039,7,2,1,1,2,4681.6001,598,0,2,2.030503,8
16689,"31-Aug-15",0,34,"VALLARTA",1,17,8737.3317,10,1,1,2,2,7235.2002,270,0,1,1.207614,8
16690,"31-Aug-15",0,28,"TOLUCA METEPEC",2,4,4087.4779,6,1,2,1,2,14835.2,57,1,1,0.2755256,8
16691,"31-Aug-15",0,30,"ALTAVISTA",2,5,640.14336,2,0,1,1,2,4955.2002,65,1,2,0.1291862,8
16693,"31-Aug-15",1,29,"ZACATECAS",1,18,12783.175,4,2,1,2,1,15321.6,249,0,2,0.8343238,8
16695,"31-Aug-15",0,32,"TLAXCALA",2,19,10396.297,16,7,2,2,2,27390.4,143,1,3,0.3795599,8
16696,"31-Aug-15",1,39,"GUADALAJARA PATRIA",1,1,390.7125,20,5,2,2,2,6140.7998,22,1,3,0.0636257,8
16698,"31-Aug-15",1,41,"CD. OBREGON",1,17,16597.467,24,9,1,2,2,11004.8,51,1,1,1.508203,8
16699,"31-Aug-15",0,29,"QUERETARO ARCOS",1,1,390.7125,11,6,1,2,1,16689.6,29,1,1,0.0234105,8
16701,"31-Aug-15",1,37,"CHIHUAHUA PARRAL",1,12,9890.6525,19,3,1,1,2,8268.7998,91,1,1,1.196141,8
16702,"31-Aug-15",1,28,"ARANDAS",1,17,6654.9591,11,2,1,2,2,34108.801,417,0,1,0.1951097,8
16703,"31-Aug-15",1,34,"CD. OBREGON",1,5,1644.1182,19,3,1,2,1,10792,80,1,1,0.152346,8
16706,"31-Aug-15",1,36,"CD. OBREGON",1,4,1734.7635,17,6,1,2,2,5107.2002,64,1,1,0.3396702,8
16707,"31-Aug-15",0,28,"JUAREZ PASO DEL NORTE",1,9,5035.5027,10,2,2,2,2,1793.6,106,1,1,2.807484,8
16708,"31-Aug-15",1,28,"CRACOVIA",2,1,283.18842,9,4,2,1,1,4377.6001,30,1,1,0.0646903,8
16709,"31-Aug-15",1,52,"CUAUTITLAN",2,17,15403.7,31,5,1,1,1,4742.3999,598,0,1,3.248081,8
16710,"31-Aug-15",1,28,"JUAREZ PASO DEL NORTE",1,8,5889.1939,10,2,2,2,1,3222.3999,112,1,1,1.82758,8
16712,"07-Sep-15",1,31,"AGUASCALIENTES",1,5,1077.4288,3,0,1,2,1,12828.8,92,1,1,0.0839852,9
16713,"07-Sep-15",0,33,"VALLE DORADO",2,17,8463.0828,14,3,1,1,1,2918.3999,275,0,1,2.899905,9
16714,"07-Sep-15",0,38,"MONTERREY CENTRO",1,14,7727.9807,16,3,2,2,1,11947.2,561,0,3,0.6468445,9
16716,"07-Sep-15",0,49,"CHIHUAHUA",1,19,17524.612,29,5,1,2,2,1033.6,591,0,1,16.95493,9
16717,"07-Sep-15",0,28,"SAN MARCOS",1,10,3215.8452,3,0,1,2,2,3648,127,1,2,0.8815365,9
16718,"07-Sep-15",1,47,"MONTERREY LAS TORRES",1,14,9338.5289,29,4,1,2,1,6900.7998,233,0,2,1.353253,9
16719,"07-Sep-15",1,24,"MONTERREY SENDERO",1,26,20548.821,1,0,2,2,2,1064,406,0,3,19.3128,9
16720,"07-Sep-15",1,27,"TAMPICO",1,9,4148.7416,2,1,2,2,1,4104,172,1,3,1.010902,9
16722,"07-Sep-15",0,48,"SAN MARCOS",1,8,3638.9399,27,9,1,2,2,11430.4,148,1,1,0.3183563,9
16724,"07-Sep-15",0,54,"MONTERREY SENDERO",1,8,6870.3824,28,4,2,2,2,3313.6001,102,1,3,2.073389,9
16725,"07-Sep-15",1,30,"MONTERREY FUNDIDORA",1,1,468.855,13,6,2,2,1,273.60001,45,1,3,1.713651,9
16726,"07-Sep-15",1,47,"MONTERREY LAS TORRES",1,15,5058.1015,26,4,2,2,2,9576,177,1,3,0.5282061,9
16727,"07-Sep-15",0,30,"CRONOS",2,12,9884.026,12,2,2,1,1,9819.2002,151,1,1,1.006602,9
